Value; Result
-3.070000;0.000000
-3.060000;0.000000
-3.050000;0.000000
-3.040000;0.000000
-3.030000;0.000000
-3.020000;0.000000
-3.010000;0.000000
-3.000000;0.000000
-2.990000;0.000000
-2.980000;0.000000
-2.970000;0.000000
-2.960000;0.000000
-2.950000;0.000000
-2.940000;0.000000
-2.930000;0.000000
-2.920000;0.000000
-2.910000;0.000000
-2.900000;0.000000
-2.890000;0.000000
-2.880000;0.000000
-2.870000;0.000000
-2.860000;0.000000
-2.850000;0.000000
-2.840000;0.000000
-2.830000;0.000000
-2.820000;0.000000
-2.810000;0.000000
-2.800000;0.000000
-2.790000;0.000000
-2.780000;0.000000
-2.770000;0.000000
-2.760000;0.000000
-2.750000;0.000000
-2.740000;0.000000
-2.730000;0.000000
-2.720000;0.000000
-2.710000;0.000000
-2.700000;0.000000
-2.690000;0.000000
-2.680000;0.000000
-2.670000;0.000000
-2.660000;0.000000
-2.650000;0.000000
-2.640000;0.000000
-2.630000;0.000000
-2.620000;0.000000
-2.610000;0.000000
-2.600000;0.000000
-2.590000;0.000000
-2.580000;0.000000
-2.570000;0.000000
-2.560000;0.000000
-2.550000;0.000000
-2.540000;0.000000
-2.530000;0.000000
-2.520000;0.000000
-2.510000;0.000000
-2.500000;0.000000
-2.490000;0.000000
-2.480000;0.000000
-2.470000;0.000000
-2.460000;0.000000
-2.450000;0.000000
-2.440000;0.000000
-2.430000;0.000000
-2.420000;0.000000
-2.410000;0.000000
-2.400000;0.000000
-2.390000;0.000000
-2.380000;0.000000
-2.370000;0.000000
-2.360000;0.000000
-2.350000;0.000000
-2.340000;0.000000
-2.330000;0.000000
-2.320000;0.000000
-2.310000;0.000000
-2.300000;0.000000
-2.290000;0.000000
-2.280000;0.000000
-2.270000;0.000000
-2.260000;0.000000
-2.250000;0.000000
-2.240000;0.000000
-2.230000;0.000000
-2.220000;0.000000
-2.210000;0.000000
-2.200000;0.000000
-2.190000;0.000000
-2.180000;0.000000
-2.170000;0.000000
-2.160000;0.000000
-2.150000;0.000000
-2.140000;0.000000
-2.130000;0.000000
-2.120000;0.000000
-2.110000;0.000000
-2.100000;0.000000
-2.090000;0.000000
-2.080000;0.000000
-2.070000;0.000000
-2.060000;0.000000
-2.050000;0.000000
-2.040000;0.000000
-2.030000;0.000000
-2.020000;0.000000
-2.010000;0.000000
-2.000000;0.000000
-1.990000;0.000000
-1.980000;0.000000
-1.970000;0.000000
-1.960000;0.000000
-1.950000;0.000000
-1.940000;0.000000
-1.930000;0.000000
-1.920000;0.000000
-1.910000;0.000000
-1.900000;0.000000
-1.890000;0.000000
-1.880000;0.000000
-1.870000;0.000000
-1.860000;0.000000
-1.850000;0.000000
-1.840000;0.000000
-1.830000;0.000000
-1.820000;0.000000
-1.810000;0.000000
-1.800000;0.000000
-1.790000;0.000000
-1.780000;0.000000
-1.770000;0.000000
-1.760000;0.000000
-1.750000;0.000000
-1.740000;0.000000
-1.730000;0.000000
-1.720000;0.000000
-1.710000;0.000000
-1.700000;0.000000
-1.690000;0.000000
-1.680000;0.000000
-1.670000;0.000000
-1.660000;0.000000
-1.650000;0.000000
-1.640000;0.000000
-1.630000;0.000000
-1.620000;0.000000
-1.610000;0.000000
-1.600000;0.000000
-1.590000;0.000000
-1.580000;0.000000
-1.570000;0.000000
-1.560000;0.000000
-1.550000;0.000000
-1.540000;0.000000
-1.530000;0.000000
-1.520000;0.000000
-1.510000;0.000000
-1.500000;0.000000
-1.490000;0.000000
-1.480000;0.000000
-1.470000;0.000000
-1.460000;0.000000
-1.450000;0.000000
-1.440000;0.000000
-1.430000;0.000000
-1.420000;0.000000
-1.410000;0.000000
-1.400000;0.000000
-1.390000;0.000000
-1.380000;0.000000
-1.370000;0.000000
-1.360000;0.000000
-1.350000;0.000000
-1.340000;0.000000
-1.330000;0.000000
-1.320000;0.000000
-1.310000;0.000000
-1.300000;0.000000
-1.290000;0.000000
-1.280000;0.000000
-1.270000;0.000000
-1.260000;0.000000
-1.250000;0.000000
-1.240000;0.000000
-1.230000;0.000000
-1.220000;0.000000
-1.210000;0.000000
-1.200000;0.000000
-1.190000;0.000000
-1.180000;0.000000
-1.170000;0.000000
-1.160000;0.000000
-1.150000;0.000000
-1.140000;0.000000
-1.130000;0.000000
-1.120000;0.000000
-1.110000;0.000000
-1.100000;0.000000
-1.090000;0.000000
-1.080000;0.000000
-1.070000;0.000000
-1.060000;0.000000
-1.050000;0.000000
-1.040000;0.000000
-1.030000;0.000000
-1.020000;0.000000
-1.010000;0.000000
-1.000000;0.000000
-0.990000;0.000000
-0.980000;0.000000
-0.970000;0.000000
-0.960000;0.000000
-0.950000;0.000000
-0.940000;0.000000
-0.930000;0.000000
-0.920000;0.000000
-0.910000;0.000000
-0.900000;0.000000
-0.890000;0.000000
-0.880000;0.000000
-0.870000;0.000000
-0.860000;0.000000
-0.850000;0.000000
-0.840000;0.000000
-0.830000;0.000000
-0.820000;0.000000
-0.810000;0.000000
-0.800000;0.000000
-0.790000;0.000000
-0.780000;0.000000
-0.770000;0.000000
-0.760000;0.000000
-0.750000;0.000000
-0.740000;0.000000
-0.730000;0.000000
-0.720000;0.000000
-0.710000;0.000000
-0.700000;0.000000
-0.690000;0.000000
-0.680000;0.000000
-0.670000;0.000000
-0.660000;0.000000
-0.650000;0.000000
-0.640000;0.000000
-0.630000;0.000000
-0.620000;0.000000
-0.610000;0.000000
-0.600000;0.000000
-0.590000;0.000000
-0.580000;0.000000
-0.570000;0.000000
-0.560000;0.000000
-0.550000;0.000000
-0.540000;0.000000
-0.530000;0.000000
-0.520000;0.000000
-0.510000;0.000000
-0.500000;0.000000
-0.490000;0.000000
-0.480000;0.000000
-0.470000;0.000000
-0.460000;0.000000
-0.450000;0.000000
-0.440000;0.000000
-0.430000;0.000000
-0.420000;0.000000
-0.410000;0.000000
-0.400000;0.000000
-0.390000;0.000000
-0.380000;0.000000
-0.370000;0.000000
-0.360000;0.000000
-0.350000;0.000000
-0.340000;0.000000
-0.330000;0.000000
-0.320000;0.000000
-0.310000;0.000000
-0.300000;0.000000
-0.290000;0.000000
-0.280000;0.000000
-0.270000;0.000000
-0.260000;0.000000
-0.250000;0.000000
-0.240000;0.000000
-0.230000;0.000000
-0.220000;0.000000
-0.210000;0.000000
-0.200000;0.000000
-0.190000;0.000000
-0.180000;0.000000
-0.170000;0.000000
-0.160000;0.000000
-0.150000;0.000000
-0.140000;0.000000
-0.130000;0.000000
-0.120000;0.000000
-0.110000;0.000000
-0.100000;0.000000
-0.090000;0.000000
-0.080000;0.000000
-0.070000;0.000000
-0.060000;0.000000
-0.050000;0.000000
-0.040000;0.000000
-0.030000;0.000000
-0.020000;0.000000
-0.010000;0.000000
-0.000000;0.000000
0.010000;0.100000
0.020000;0.141421
0.030000;0.173205
0.040000;0.200000
0.050000;0.223607
0.060000;0.244949
0.070000;0.264575
0.080000;0.282843
0.090000;0.300000
0.100000;0.316228
0.110000;0.331662
0.120000;0.346410
0.130000;0.360555
0.140000;0.374166
0.150000;0.387298
0.160000;0.400000
0.170000;0.412311
0.180000;0.424264
0.190000;0.435890
0.200000;0.447214
0.210000;0.458258
0.220000;0.469042
0.230000;0.479583
0.240000;0.489898
0.250000;0.500000
0.260000;0.509902
0.270000;0.519615
0.280000;0.529150
0.290000;0.538516
0.300000;0.547723
0.310000;0.556776
0.320000;0.565685
0.330000;0.574456
0.340000;0.583095
0.350000;0.591608
0.360000;0.600000
0.370000;0.608276
0.380000;0.616441
0.390000;0.624500
0.400000;0.632456
0.410000;0.640312
0.420000;0.648074
0.430000;0.655744
0.440000;0.663325
0.450000;0.670820
0.460000;0.678233
0.470000;0.685565
0.480000;0.692820
0.490000;0.700000
0.500000;0.707107
0.510000;0.714143
0.520000;0.721110
0.530000;0.728011
0.540000;0.734847
0.550000;0.741620
0.560000;0.748331
0.570000;0.754983
0.580000;0.761577
0.590000;0.768115
0.600000;0.774597
0.610000;0.781025
0.620000;0.787401
0.630000;0.793725
0.640000;0.800000
0.650000;0.806226
0.660000;0.812404
0.670000;0.818535
0.680000;0.824621
0.690000;0.830662
0.700000;0.836660
0.710000;0.842615
0.720000;0.848528
0.730000;0.854400
0.740000;0.860233
0.750000;0.866025
0.760000;0.871780
0.770000;0.877496
0.780000;0.883176
0.790000;0.888819
0.800000;0.894427
0.810000;0.900000
0.820000;0.905539
0.830000;0.911043
0.840000;0.916515
0.850000;0.921954
0.860000;0.927362
0.870000;0.932738
0.880000;0.938083
0.890000;0.943398
0.900000;0.948683
0.910000;0.953939
0.920000;0.959166
0.930000;0.964365
0.940000;0.969536
0.950000;0.974679
0.960000;0.979796
0.970000;0.984886
0.980000;0.989949
0.990000;0.994987
1.000000;1.000000
1.010000;1.004988
1.020000;1.009950
1.030000;1.014889
1.040000;1.019804
1.050000;1.024695
1.060000;1.029563
1.070000;1.034408
1.080000;1.039230
1.090000;1.044031
1.100000;1.048809
1.110000;1.053565
1.120000;1.058301
1.130000;1.063015
1.140000;1.067708
1.150000;1.072381
1.160000;1.077033
1.170000;1.081665
1.180000;1.086278
1.190000;1.090871
1.200000;1.095445
1.210000;1.100000
1.220000;1.104536
1.230000;1.109054
1.240000;1.113553
1.250000;1.118034
1.260000;1.122497
1.270000;1.126943
1.280000;1.131371
1.290000;1.135782
1.300000;1.140175
1.310000;1.144552
1.320000;1.148913
1.330000;1.153256
1.340000;1.157584
1.350000;1.161895
1.360000;1.166190
1.370000;1.170470
1.380000;1.174734
1.390000;1.178983
1.400000;1.183216
1.410000;1.187434
1.420000;1.191638
1.430000;1.195826
1.440000;1.200000
1.450000;1.204159
1.460000;1.208305
1.470000;1.212436
1.480000;1.216553
1.490000;1.220656
1.500000;1.224745
1.510000;1.228821
1.520000;1.232883
1.530000;1.236932
1.540000;1.240967
1.550000;1.244990
1.560000;1.249000
1.570000;1.252996
1.580000;1.256981
1.590000;1.260952
1.600000;1.264911
1.610000;1.268858
1.620000;1.272792
1.630000;1.276715
1.640000;1.280625
1.650000;1.284523
1.660000;1.288410
1.670000;1.292285
1.680000;1.296148
1.690000;1.300000
1.700000;1.303840
1.710000;1.307670
1.720000;1.311488
1.730000;1.315295
1.740000;1.319091
1.750000;1.322876
1.760000;1.326650
1.770000;1.330413
1.780000;1.334166
1.790000;1.337909
1.800000;1.341641
1.810000;1.345362
1.820000;1.349074
1.830000;1.352775
1.840000;1.356466
1.850000;1.360147
1.860000;1.363818
1.870000;1.367479
1.880000;1.371131
1.890000;1.374773
1.900000;1.378405
1.910000;1.382027
1.920000;1.385641
1.930000;1.389244
1.940000;1.392839
1.950000;1.396424
1.960000;1.400000
1.970000;1.403567
1.980000;1.407125
1.990000;1.410674
2.000000;1.414214
2.010000;1.417745
2.020000;1.421267
2.030000;1.424781
2.040000;1.428286
2.050000;1.431782
2.060000;1.435270
2.070000;1.438749
2.080000;1.442221
2.090000;1.445683
2.100000;1.449138
2.110000;1.452584
2.120000;1.456022
2.130000;1.459452
2.140000;1.462874
2.150000;1.466288
2.160000;1.469694
2.170000;1.473092
2.180000;1.476482
2.190000;1.479865
2.200000;1.483240
2.210000;1.486607
2.220000;1.489966
2.230000;1.493318
2.240000;1.496663
2.250000;1.500000
2.260000;1.503330
2.270000;1.506652
2.280000;1.509967
2.290000;1.513275
2.300000;1.516575
2.310000;1.519868
2.320000;1.523155
2.330000;1.526434
2.340000;1.529706
2.350000;1.532971
2.360000;1.536229
2.370000;1.539480
2.380000;1.542725
2.390000;1.545962
2.400000;1.549193
2.410000;1.552417
2.420000;1.555635
2.430000;1.558846
2.440000;1.562050
2.450000;1.565248
2.460000;1.568439
2.470000;1.571623
2.480000;1.574802
2.490000;1.577973
2.500000;1.581139
2.510000;1.584298
2.520000;1.587451
2.530000;1.590597
2.540000;1.593738
2.550000;1.596872
2.560000;1.600000
2.570000;1.603122
2.580000;1.606238
2.590000;1.609348
2.600000;1.612452
2.610000;1.615549
2.620000;1.618641
2.630000;1.621727
2.640000;1.624808
2.650000;1.627882
2.660000;1.630951
2.670000;1.634013
2.680000;1.637071
2.690000;1.640122
2.700000;1.643168
2.710000;1.646208
2.720000;1.649242
2.730000;1.652271
2.740000;1.655295
2.750000;1.658312
2.760000;1.661325
2.770000;1.664332
2.780000;1.667333
2.790000;1.670329
2.800000;1.673320
2.810000;1.676305
2.820000;1.679286
2.830000;1.682260
2.840000;1.685230
2.850000;1.688194
2.860000;1.691153
2.870000;1.694107
2.880000;1.697056
2.890000;1.700000
2.900000;1.702939
2.910000;1.705872
2.920000;1.708801
2.930000;1.711724
2.940000;1.714643
2.950000;1.717556
2.960000;1.720465
2.970000;1.723369
2.980000;1.726268
2.990000;1.729162
3.000000;1.732051
3.010000;1.734935
3.020000;1.737815
3.030000;1.740690
3.040000;1.743560
3.050000;1.746425
3.060000;1.749286
3.070000;1.752142
3.080000;1.754993
3.090000;1.757840
3.100000;1.760682
3.110000;1.763519
3.120000;1.766352
3.130000;1.769181
3.140000;1.772005
3.150000;1.774824
3.160000;1.777639
3.170000;1.780449
3.180000;1.783255
3.190000;1.786057
3.200000;1.788854
3.210000;1.791647
3.220000;1.794436
3.230000;1.797220
3.240000;1.800000
3.250000;1.802776
3.260000;1.805547
3.270000;1.808314
3.280000;1.811077
3.290000;1.813836
3.300000;1.816590
3.310000;1.819341
3.320000;1.822087
3.330000;1.824829
3.340000;1.827567
3.350000;1.830301
3.360000;1.833030
3.370000;1.835756
3.380000;1.838478
3.390000;1.841195
3.400000;1.843909
3.410000;1.846619
3.420000;1.849324
3.430000;1.852026
3.440000;1.854724
3.450000;1.857418
3.460000;1.860108
3.470000;1.862794
3.480000;1.865476
3.490000;1.868154
3.500000;1.870829
3.510000;1.873499
3.520000;1.876166
3.530000;1.878829
3.540000;1.881489
3.550000;1.884144
3.560000;1.886796
3.570000;1.889444
3.580000;1.892089
3.590000;1.894730
3.600000;1.897367
3.610000;1.900000
3.620000;1.902630
3.630000;1.905256
3.640000;1.907878
3.650000;1.910497
3.660000;1.913113
3.670000;1.915724
3.680000;1.918333
3.690000;1.920937
3.700000;1.923538
3.710000;1.926136
3.720000;1.928730
3.730000;1.931321
3.740000;1.933908
3.750000;1.936492
3.760000;1.939072
3.770000;1.941649
3.780000;1.944222
3.790000;1.946792
3.800000;1.949359
3.810000;1.951922
3.820000;1.954482
3.830000;1.957039
3.840000;1.959592
3.850000;1.962142
3.860000;1.964688
3.870000;1.967232
3.880000;1.969772
3.890000;1.972308
3.900000;1.974842
3.910000;1.977372
3.920000;1.979899
3.930000;1.982423
3.940000;1.984943
3.950000;1.987461
3.960000;1.989975
3.970000;1.992486
3.980000;1.994994
3.990000;1.997498
4.000000;2.000000
